,Al,Ti,V,Cr,Zr,Nb,Mo,Hf,Ta,PhaseType,TestTempC,Strain Rate (s-1),Anneal Cooling Rate (degC/min),Arc Melting,HIP Time (h),Anneal Time (h),Anneal Temp (degC),Initial condition
5817,0.16611639411138085,0.057634840212677445,0.0012115043707161873,0.16268291654406267,0.15218061747727551,0.03659038914990885,0.16341522148238707,0.11539323068929114,0.14477488596230037,BCC+HCP,1300.0,0.0002,20.0,1,3,1.0,25,Annealed  
5818,0.17726846947944397,0.15939047796543232,0.07232543032843647,0.06539395962580904,0.05916834322511269,0.10371709124361578,0.1666422220424058,0.1272739668369659,0.0688200392527781,BCC+M5Si3,1200.0,0.001,20.0,1,1,10.0,900,Annealed  
5819,0.1960059202172637,0.07573932364468904,0.12379443715396297,0.11158300860598999,0.020250367035557985,0.0735055849364794,0.12874194455548402,0.12856650656831295,0.14181290728226004,BCC+MC,200.0,0.0003,20.0,1,4,168.0,1500,Annealed  
5820,0.002175283775201148,0.10853970907499351,0.13326137947532138,0.18774069231197826,0.059005724191183384,0.1436541789117059,0.09813129317922484,0.17945891961624477,0.08803281946414682,2 BCC+Laves,1300.0,0.000167,100.0,0,4,96.0,1500,Annealed  
5821,0.01966297011509667,0.1277884568705079,0.15735986526712117,0.08572173854813207,0.09475819200557936,0.1344904332943843,0.1609937478386437,0.06299560697359055,0.15622898908694433,3 BCC,-153.0,0.00015,100.0,0,2,3.0,300,As-cast
5822,0.12758814023829346,0.041857663299543685,0.24059523562642687,0.08753887579422234,0.049057422223611126,0.08005217522161384,0.09962957653031455,0.06273985085816713,0.2109410602078071,BCC+Laves+M5Si3,1200.0,0.000167,100.0,0,0,192.0,900,As-cast
5823,0.10690755723922833,0.16650421653536768,0.17521551576932834,0.016240710026128553,0.17152552742489588,0.11900945081773377,0.11165747985971072,0.09386839054533162,0.039071151782274945,BCC+Laves,-196.0,0.0002,100.0,1,3,0.5,1100,Annealed  
5824,0.09723399337167127,0.2180057338891058,0.053340866633584234,0.07061577361925687,0.10016231606082178,0.22949621140986917,0.12025358996092621,0.03877876733947518,0.07211274771528953,BCC+M5Si3,700.0,0.00015,100.0,0,2,5.0,1050,As-cast
5825,0.04401515196946454,0.09697980869701019,0.1433127026442,0.11260555280652221,0.09890786290057871,0.09508907766628225,0.1621188645338823,0.14957314040354247,0.09739783837851738,B2+Al3Zr5+Laves,-153.0,0.0005,4.2,0,4,4.0,700,Annealed  
5826,0.17270819929313855,0.03157943469768639,0.048683551515664586,0.23088110119003596,0.15737289349942993,0.11611675784326633,0.060218140602441614,0.17188767696712018,0.010552244391216527,2 BCC+laves,72.0,0.00056,100.0,1,1,1.0,1300,MA/SPS
5827,0.1771394359958196,0.014164305558691012,0.16901520638282308,0.15466315030528568,0.023042365238393488,0.13912610120245045,0.01978198772826613,0.12153107810517952,0.18153636948309118,B2+Al3Zr5+Laves,-268.8,0.000167,100.0,0,3,1.0,1200,As-cast
5828,0.012716667934621215,0.09060039417666783,0.21048101668165403,0.20643719227931237,0.16523717187755674,0.034271650063116624,0.14053864756073356,0.06647903171752462,0.07323822770881315,BCC+HCP,1400.0,0.01,10.0,0,0,3.0,1400,Annealed
5829,0.06648619864119353,0.05396155850739012,0.08809899204563432,0.09196929048085899,0.10003258848223517,0.04776954482727767,0.11928012239215187,0.20370408401640622,0.22869762060685214,BCC+Laves+M5Si3,1300.0,0.1,4.2,1,1,0.5,25,As-cast
5830,0.023314233375139725,0.18705382680077326,0.08120214441141306,0.08509105342405651,0.12596159532273818,0.15425663396341535,0.15197727551074033,0.08739180090878887,0.10375143628293483,B2+Al3Zr5+Laves,-196.0,0.0005,4.2,0,2,24.0,997,As-cast
5831,0.15381613851087747,0.16856184067666888,0.061144698699719675,0.04279250799941964,0.08134219374090775,0.13860867461413,0.09972038411083049,0.1018432606267648,0.15217030102068138,B2+Al3Zr5,300.0,0.01,4.2,0,0,2.0,1800,As-cast
5832,0.16567978210686213,0.0589631020668369,0.09541409837227763,0.162619367696042,0.08965339011092369,0.047759322340700266,0.13850799170351,0.026533312048621232,0.21486963355422622,BCC+MC,1300.0,0.000167,4.2,1,1,1.0,300,Annealed  
5833,0.17965623345087398,0.023112388904352632,0.12196700338819176,0.11290476602022528,0.12700522554854374,0.13732391061555457,0.028879147712103252,0.10167290142852789,0.16747842293162676,BCC+MC,-103.0,0.0002,15.0,1,0,3.0,500,MA/SPS
5834,0.02147035904771462,0.1396364266569777,0.14203033892842212,0.16304271179246027,0.15151218661572236,0.044961289552192536,0.10188047360554409,0.10404940033781127,0.13141681346315523,BCC+HCP,600.0,0.00015,10.0,1,0,96.0,1000,Annealed  
5835,0.14656720473899454,0.17121903375198705,0.06122877428323923,0.05361131725694106,0.08197302632838452,0.12473067197561098,0.17654238289328258,0.17174608582511455,0.01238150294644547,2 BCC+laves,1300.0,0.00056,100.0,1,4,10.0,1500,Annealed  
5836,0.12497431212658429,0.02087485406277852,0.17984272729994413,0.07457187403158161,0.1289685527299513,0.1499099671926087,0.22404540629219216,0.054691348483064006,0.04212095778129514,B2+Al3Zr5+Laves,-103.0,0.00056,20.0,1,4,1.0,997,Annealed
5837,0.09781165790595425,0.16240911272433958,0.01595573161101001,0.10731883234209397,0.22224301171674368,0.10159671772904975,0.18899148151439915,0.05984731398053026,0.043826140475879447,2 BCC+laves,400.0,1e-05,10.0,1,4,5.0,1800,MA/SPS
5838,0.19359376895288422,0.19791072605969726,0.00042506209967947814,0.14827994454712354,0.06245749072995719,0.06555913508537997,0.1526942243930956,0.06757359040997124,0.11150605772221153,3 BCC,1400.0,0.001,100.0,0,4,24.0,25,As-cast
5839,0.17511376752842545,0.1574776897814584,0.04349995626383815,0.014753716528496755,0.14903462086177435,0.12818623274922059,0.14581274647351683,0.16171666298795187,0.024404606825317646,BCC+B2,300.0,0.00015,10.0,1,3,192.0,1300,As-cast
5840,0.11625534054520628,0.07967858845329229,0.15007100130225062,0.08336764122005756,0.15143784490447576,0.11608749371763791,0.05582769288253006,0.13504121665007895,0.11223318032447063,2 BCC,-268.8,0.00015,100.0,0,3,2.0,1250,As-cast
5841,0.004895934827580657,0.11205655644884788,0.22741437113030036,0.10625122054647013,0.19900491421288968,0.16178749437417833,0.039833411618666284,0.042981400220853866,0.1057746966202129,BCC,1400.0,0.0001,4.2,1,3,1.0,1450,Annealed  
5842,0.18020747947940327,0.0029893065567759163,0.12148071597154295,0.07357354150615839,0.1759225950251053,0.12076660475099753,0.12730989356203076,0.1714645812795865,0.026285281868399336,B2+Al3Zr5+Laves,700.0,1e-05,15.0,0,3,0.0,700,MA/SPS
5843,0.0368514946634026,0.10796315114949206,0.1898138229490154,0.12760160169535495,0.12410711071874171,0.18198360918016343,0.015366896166869237,0.1553947124067181,0.06091760107024253,BCC+M55i3,1200.0,0.01,20.0,0,0,4.0,900,Annealed
5844,0.1989577328443204,0.13292978409270798,0.1414627865371558,0.10083756199279255,0.1067532497065333,0.14906568342620646,0.12382715064334748,0.004726101861109517,0.04143994889582636,BCC+B2,1600.0,0.01,20.0,0,4,5.0,1300,As-cast
5845,0.12053872881451601,0.04986212641291821,0.07833680178949222,0.16678521569506996,0.08844922173538604,0.023802798478479197,0.1136243426354074,0.08354568784704995,0.275055076591681,2 BCC+HCP,1000.0,0.00056,15.0,1,0,19.0,1500,As-cast
5846,0.06941516893610142,0.027879695266251305,0.053995253846960876,0.04844184194496428,0.23382913612250572,0.16253350678774875,0.10250685201329089,0.22916624894395393,0.07223229613822285,2 BCC+Laves,-268.8,0.00056,15.0,1,3,192.0,1250,MA/SPS
5847,0.15678579194192127,0.07815124881596837,0.14265133768746888,0.13530130447202254,0.054734843063681274,0.03959986102858323,0.04605022317340862,0.1703838234259226,0.17634156639102339,BCC+M5Si3,1000.0,0.0001,15.0,0,2,4.0,700,MA/SPS
5848,0.16250534437669742,0.20630668991753448,0.09327235650560786,0.10616229479175696,0.06207954902251688,0.10781982152920457,0.15252760531760867,0.030702939410298252,0.0786233991287748,BCC+laves+M5Si3,25.0,0.000167,4.2,1,4,20.0,300,Annealed  
5849,0.18608594655880828,0.0023744808478731315,0.2844431793214599,0.02723872199028043,0.13422337845295923,0.11735696185472651,0.15152810214558998,0.07097351211933334,0.02577571670896925,2 BCC+HCP,1600.0,0.0002,100.0,0,0,20.0,1300,Annealed
5850,0.20373181849925232,0.04997028748853651,0.11598886175852267,0.14327427024379868,0.12236304806849206,0.08041388165262044,0.2450169754485383,0.03887046735862599,0.00037038948161310665,BCC+M55i3,400.0,0.0001,4.2,1,2,4.0,1050,Annealed
5851,0.14743036655954067,0.10020964316306546,0.07100039121585859,0.24957380260906906,0.17502958467515556,0.10866673945862337,0.03360412383376149,0.10558924961549235,0.008896098869433428,BCC+MC,600.0,0.0002,4.2,0,4,168.0,1800,Annealed  
5852,0.11162943541406127,0.13689244170021,0.13476947585346452,0.13333098086667383,0.10796646208841293,0.048162720784521565,0.054265494936666804,0.14431833448392198,0.1286646538720672,B2+Al3Zr5,25.0,0.01,15.0,0,2,4.0,1000,As-cast
5853,0.011367610498159165,0.003955373944666301,0.2645877739084467,0.011206504670921418,0.23029871031858754,0.03608568613945303,0.21653158181554827,0.00017709412675118782,0.2257896645774665,3 BCC,400.0,0.0005,100.0,0,2,20.0,1450,As-cast
5854,0.25595281035116113,0.15231316352040458,0.011256573100591534,0.016119849886087882,0.06079912193732458,0.16287064514000463,0.1254420434263596,0.18074087481383813,0.03450491782422804,BCC,1100.0,0.0001,20.0,1,0,5.0,25,Annealed
5855,0.15084729915898562,0.08442328008836122,0.15230133079353225,0.10606645881010002,0.17579573762668918,0.10498335866118451,0.10745554792911786,0.04908464857884596,0.0690423383531833,BCC+HCP,1400.0,1e-05,15.0,1,1,24.0,1500,Annealed
5856,0.1374769123358238,0.05029019721841111,0.19959383205632264,0.02757166774652334,0.16467011399260803,0.17326050435486015,0.17707915305107122,0.06208189272912466,0.007975726515255148,B2+Al3Zr5,-153.0,0.005,10.0,0,0,20.0,1000,Annealed
5857,0.19493185003969246,0.20324513841327074,0.008491142961715383,0.03975637398172791,0.023897627575979657,0.1497337946409402,0.21030005398871987,0.14634921860778935,0.02329479979016436,B2+Al3Zr5,1600.0,0.00056,100.0,0,1,0.5,1000,As-cast
5858,0.053768311525279826,0.05680365223919973,0.13372928426954503,0.0037215786702133706,0.22369692267526292,0.012802172064416069,0.09603334216662504,0.24764907390066526,0.1717956624887928,BCC+M5Si3,1600.0,0.0001,10.0,1,1,20.0,900,Annealed  
5859,0.1192272411806008,0.0662575040325691,0.10677562910958877,0.16541477141105498,0.1231738883773575,0.02576099437748178,0.15029390563307463,0.18620962835954302,0.0568864375187296,B2,-268.8,1e-05,15.0,1,4,20.0,300,Annealed
5860,0.1585896949866832,0.04526733708077207,0.17467180104157456,0.154566694019648,0.09292859413403386,0.013695902442283981,0.1670656358054018,0.14890792901941732,0.04430641147018511,BCC+unknown,-103.0,0.00056,20.0,1,1,0.167,1300,Annealed  
5861,0.08234611335230332,0.0428326848399475,0.029391589460293896,0.10119636594507354,0.15821666372472723,0.17209370490625078,0.14569334325708166,0.09929345106910256,0.1689360834452194,BCC+B2,1300.0,0.1,10.0,0,3,4.0,900,Annealed
5862,0.10016266876021807,0.2055918183271053,0.05574593423271166,0.13595198145899517,0.09802977881539843,0.12834167259237245,0.1325478327172634,0.13443648184236168,0.00919183125357387,B2,1200.0,0.00015,10.0,0,3,20.0,1500,MA/SPS
5863,0.13733172316701792,0.08855802088054647,0.12504442532484777,0.1166564188898796,0.15972060746850594,0.12844305589276617,0.02511679949555765,0.1169848420175605,0.10214410686331787,BCC+Laves+M5Si3,1600.0,0.001,10.0,0,1,6.0,1500,As-cast
5864,0.2358794303709404,0.11327170878768796,0.12388497308438205,0.00035964209278124934,0.030628305381582732,0.014208702902212714,0.18949475474332478,0.20652679456745773,0.08574568806963044,BCC+laves+M5Si3,800.0,0.000167,15.0,1,2,5.0,800,Annealed  
5865,0.11732822793107835,0.11250988445909162,0.07199076613445343,0.16870407018213845,0.15590251310356854,0.18404517635676665,0.00024688857050912785,0.05754295340510117,0.13172951985729267,BCC+M5Si3,1300.0,0.01,20.0,0,3,168.0,1250,MA/SPS
5866,0.15146294308677194,0.0074491377352848675,0.18967254064387393,0.06508549458864182,0.04394187040956219,0.17705128341709886,0.14265606907328707,0.0969337791237329,0.12574688192174646,3 BCC,-268.8,0.1,15.0,0,4,0.167,300,Annealed  
5867,0.005325992328064493,0.12526702750887736,0.04391972182229194,0.13374431822460547,0.21382073610445956,0.15579918339996876,0.05435811874917966,0.21767694834645068,0.050087953516102034,BCC+MC,400.0,0.0002,20.0,0,1,0.0,1800,As-cast
5868,0.1261099829598028,0.14910142275605623,0.06287909256275531,0.14357594501741572,0.015994415853051166,0.14900373451123436,0.15797871920196133,0.09384449977930769,0.1015121873584154,BCC+unknown,1300.0,0.005,10.0,0,2,1.0,1450,As-cast
5869,0.13603529825213886,0.1370681772397668,0.10934993958523904,0.14408133823042577,0.08946865064466135,0.015752132953356205,0.18431050174596267,0.03708317945267066,0.14685078189577877,2 BCC,900.0,0.0005,10.0,1,2,3.0,1200,Annealed
5870,0.046827257205198196,0.12901759864346302,0.16308711092971193,0.17061356727389304,0.07972946717586757,0.12021246651968133,0.04444669026153758,0.14928505455520044,0.0967807874354468,BCC+M5Si3,-43.0,0.1,10.0,0,1,24.0,997,Annealed
5871,0.08489780041034761,0.14618238669782352,0.1904126997008472,0.10863056039998457,0.10175815355546858,0.12004221916599828,0.008050821007612298,0.11858491835632905,0.12144044070558885,B2+Al3Zr5,1000.0,0.0005,10.0,0,0,3.0,1300,Annealed
5872,0.19092290250590596,0.09307697185765154,0.03322208880609592,0.002734361251823394,0.13770388103979705,0.08290221255637756,0.2649289159690338,0.03689533446349636,0.15761333154981838,2 BCC+HCP,100.0,0.000167,10.0,1,2,168.0,1500,As-cast
5873,0.08342285536443846,0.07585334949373518,0.2929739991720281,0.03450309537787898,0.07151904339702356,0.019111803914131326,0.18515754663594097,0.1084718703718187,0.12898643627300468,BCC+B2,1000.0,0.00015,20.0,1,4,0.0,1400,MA/SPS
5874,0.054311711502274075,0.08891395342925344,0.07347501850560298,0.17367509759396774,0.2034438733112014,0.0981220102187107,0.0032506274367541457,0.15772216152144058,0.1470855464807949,BCC+M55i3,700.0,0.000167,10.0,0,1,19.0,1050,MA/SPS
5875,0.17284211845673617,0.09718615169719391,0.20734311883840173,0.013296219128508518,0.2361186368460475,0.07015472390254068,0.0033430797667747957,0.08250396259742178,0.11721198876637483,3 BCC,72.0,0.005,10.0,1,4,192.0,1050,MA/SPS
5876,0.016151766304566974,0.19445393700924232,0.05989984202112146,0.05311014542702268,0.16288060386923991,0.1406367379337186,0.19366037375094397,0.11214666542714113,0.06705992825700291,BCC+M5Si3,1300.0,1e-05,100.0,1,2,0.167,1200,As-cast
5877,0.16089095572141127,0.17024575422799065,0.10463694919238288,0.1117619569244376,0.040368155402613744,0.12340979980850578,0.1152515343764987,0.003298744195826191,0.17013615015033326,BCC+laves+M5Si3,1400.0,0.0003,10.0,0,3,0.167,25,Annealed
5878,0.1637105083034334,0.1363210536312128,0.009123267080178864,0.014823187173229054,0.1687720216364794,0.11390414156305752,0.15661197868354013,0.23267642888777143,0.004057413041097244,BCC+M55i3,1100.0,0.1,100.0,0,0,1.0,1100,As-cast
5879,0.027760754212350313,0.08904373402274096,0.05041673147595898,0.11012961654997253,0.2429202073896006,0.24299427955857553,0.16232504618192428,0.07228945936813588,0.0021201712407406792,2 BCC+laves,100.0,0.00015,4.2,0,2,3.0,300,MA/SPS
5880,0.0449721642267576,0.2333569314993172,0.08634087106085674,0.030621914881956536,0.069606416914737,0.16878048566987489,0.0602750060129566,0.013075274622762173,0.29297093511078115,BCC+Laves,900.0,0.005,4.2,0,0,96.0,1250,As-cast
5881,0.04534474817388459,0.23799952399151209,0.051489626991168096,0.007487780447045916,0.20317225587347199,0.08991911495499427,0.07520374004265927,0.13557880323205573,0.15380440629320802,BCC+B2,-196.0,0.00015,15.0,0,4,168.0,1300,As-cast
5882,0.02371149664646663,0.01686524656696742,0.13395660896867415,0.06692509716331878,0.2842082299004551,0.08314247997205484,0.1783195897065963,0.024337221693534705,0.1885340293819321,BCC,800.0,0.01,10.0,0,2,0.5,1200,Annealed  
5883,0.1658221048804436,0.07029544212244596,0.2169253928062803,0.04525275367742085,0.12333313086553098,0.10721194090522258,0.08270304066284556,0.0941553733731412,0.09430082070666901,BCC+B2,-268.8,1e-05,10.0,0,0,96.0,1300,MA/SPS
5884,0.1783244476682004,0.13830298554608775,0.09014819839136717,0.12878242602538417,0.11165108241344486,0.1758977346788861,0.030177623739830003,0.031458169596333664,0.11525733194046597,BCC+laves+M5Si3,72.0,0.01,100.0,0,0,4.0,1500,MA/SPS
5885,0.2525972222678876,0.15173007584538414,0.09838185852321593,0.08740565627893591,0.09416389673390786,0.07998771538578758,0.12740047546305414,0.07972503628360535,0.028608063218221444,2 BCC+Laves,1600.0,0.00015,10.0,1,1,0.5,1200,MA/SPS
5886,0.08425594290271689,0.08613601510400866,0.12758791121991298,0.13848912353001502,0.10733490835153262,0.13667708282114552,0.1503088309733172,0.03188958503147815,0.1373206000658729,BCC,1000.0,0.0002,10.0,0,0,10.0,25,MA/SPS
5887,0.12203548234906832,0.0023235211632823753,0.10205828005696675,0.18594588418732938,0.2638076936615484,0.16483777768492922,0.01547197752311432,0.00983954025137891,0.13367984312238224,BCC+M55i3,-103.0,1e-05,20.0,0,2,192.0,25,Annealed
5888,0.06250597734967892,0.12857213880017648,0.12720076746652062,0.06346485604786951,0.11119033846002875,0.14149743303379034,0.10375326705270481,0.14984045080050912,0.11197477098872141,BCC+laves+M5Si3,900.0,0.0002,15.0,0,3,6.0,1050,MA/SPS
5889,0.19023394773522478,0.05629238725017491,0.0614057954281035,0.09620167222946298,0.04322588266981585,0.0758137586676297,0.12313363865867745,0.13699246375029012,0.2167004536106206,2 BCC,72.0,0.1,4.2,0,1,5.0,1200,As-cast
5890,0.0550514761891311,0.14701704187710474,0.07400838344115306,0.0728668473052537,0.1760011364542009,0.17705362089283994,0.104881084833551,0.0003090332618326709,0.1928113757449329,2 BCC,1200.0,0.0005,10.0,0,0,0.167,1400,Annealed  
5891,0.020139400632068004,0.13912678378072718,0.18057812880609075,0.0757026997359092,0.17469953892138923,0.08137183865118135,0.12420293938137802,0.021021844010966878,0.1831568260802894,2 BCC+Laves,-196.0,0.0002,100.0,1,0,2.0,900,Annealed  
5892,0.02003228134953919,0.05129297047696417,0.13924903174666634,0.1789344903853738,0.1021835334844995,0.17927449987644997,0.11593263143004454,0.10658603912763741,0.10651452212282513,BCC+Laves+M5Si3,-196.0,1e-05,4.2,0,0,24.0,1800,Annealed
5893,0.12498186450621385,0.003966431153256505,0.23703540998779465,0.0631455004969469,0.13332870230062993,0.2027239359792447,0.1695779264663253,0.0477778496700093,0.01746237943957895,BCC+unknown,1400.0,1e-05,100.0,1,3,0.167,1100,Annealed  
5894,0.03957755797160345,0.08071551982796142,0.14564750034086155,0.14151906465989267,0.1276525759955992,0.0798282897169885,0.15435822050310502,0.07219876795750195,0.15850250302648625,BCC,72.0,0.005,10.0,0,2,168.0,1800,Annealed  
5895,0.1379990339534868,0.07529463353835279,0.03935377152769789,0.1723456079855401,0.09924075463952363,0.19377982610007502,0.014902287976579194,0.14037405001424036,0.12671003426450417,BCC+Laves,1200.0,0.005,100.0,0,3,1.0,500,Annealed
5896,0.0007295246157469656,0.08791907593271835,0.15246941481518328,0.11116479984212002,0.039504744927234464,0.19381565885990787,0.12390013734982638,0.12873103777020578,0.161765605887057,BCC+Laves,-153.0,0.00015,4.2,0,1,10.0,1400,MA/SPS
5897,0.08626997434923615,0.03689777845838417,0.19902126636426384,0.11412787553418186,0.079711122132825,0.17876690308506368,0.0058833092643342305,0.16107867165435857,0.13824309915735242,2 BCC+HCP,-268.8,0.1,100.0,1,1,0.0,1250,Annealed
5898,0.046432543196361975,0.0670832274126412,0.07060948921639325,0.23781163625535054,0.03366966514898102,0.1373677731253686,0.15668105477262023,0.22432418188263406,0.02602042898964929,BCC+laves+M5Si3,1000.0,0.0002,20.0,1,0,5.0,1400,Annealed  
5899,0.012504212136633188,0.18466708865695802,0.033867228677598366,0.13577756384208053,0.10620612619439308,0.1885101608305875,0.07190375949622746,0.09163053137304768,0.17493332879247414,2 BCC,-153.0,0.0002,4.2,1,3,1.0,1050,Annealed
5900,0.15437811684406125,0.10495203133938301,0.20149300789616945,0.08259539127604942,0.1051874586188953,0.0410923767061735,0.1956417197560024,0.10709252862256395,0.007567368940701894,2 BCC+HCP,1400.0,0.1,100.0,1,1,6.0,1500,Annealed  
5901,0.09472025116293878,0.18908630116275754,0.17617617111104955,0.07245620558120401,0.15816335935362963,0.06665123373501287,0.07230964576884774,0.1334892878100692,0.036947544314490675,B2+Al3Zr5+Laves,60.0,0.1,100.0,0,1,19.0,1200,Annealed  
5902,0.02235664736412334,0.18474050856818294,0.16257577370017862,0.150203697337736,0.006967075227007991,0.09875922520899627,0.0837693747160136,0.17686416450830159,0.11376353336945966,B2+Al3Zr5+Laves,72.0,0.0001,100.0,1,2,0.167,1200,Annealed  
5903,0.11815937889719731,0.17639834773401394,0.013691542806868837,0.1801669655207744,0.0226399480909167,0.17647611507232336,0.15737868429773016,0.11530027060355627,0.039788746976618904,2 BCC+HCP,-268.8,0.00015,20.0,0,1,192.0,1100,MA/SPS
5904,0.15190463863855938,0.03216671441514013,0.12194363646362945,0.015981151257521527,0.15249119295614091,0.1854830814008911,0.11833876577484866,0.08036927009487918,0.14132154899838975,BCC+Laves+M5Si3,700.0,0.005,15.0,1,1,1.0,1200,Annealed  
5905,0.1962902248212375,0.13332144198658877,0.18932892860066228,0.05513735125261808,0.21462442877555346,0.002122071722772109,0.04074243548034826,0.10801205751370031,0.06042105984651927,BCC+Laves,600.0,0.001,10.0,1,4,4.0,1450,Annealed
5906,0.09132403092394578,0.10013315465005694,0.1934933733268493,0.021810492624368866,0.011509203506614326,0.19159739092379136,0.16952371391089036,0.18135656103480471,0.03925207909867831,BCC+Laves,1600.0,0.01,15.0,1,1,168.0,25,MA/SPS
5907,0.1905448682365736,0.16291621124812325,0.09214605315260255,0.04391571972872522,0.12895870709477572,0.12699456610056967,0.07991327077278383,0.059067143256490054,0.11554346040935619,BCC+laves+M5Si3,1400.0,0.0005,20.0,0,3,24.0,300,MA/SPS
5908,0.12179512751015116,0.26480213245426587,0.17940325132695917,0.055588199911786075,0.11546027750031748,0.05983437675246556,0.04139346285761726,0.03717553668279297,0.12454763500364455,2 BCC+HCP,100.0,0.0002,4.2,1,4,96.0,1300,MA/SPS
5909,0.07761334497362861,0.051287576755490165,0.21266918358204123,0.0396379889008099,0.15119600250103435,0.22261333196564798,0.020341624103011963,0.16325859246309574,0.06138235475524019,BCC+B2,1600.0,0.001,20.0,1,1,19.0,900,Annealed
5910,0.16940270080688477,0.1999645330481984,0.04181572504142821,0.02612564888767663,0.10464250461661542,0.1379766047209848,0.2001518467052989,0.009037921795094345,0.11088251437781872,B2,100.0,0.000167,100.0,1,2,6.0,1050,MA/SPS
5911,0.038069751934024385,0.13320310698636456,0.15723893762765664,0.20757178804993384,0.03845774486416165,0.04524017855658642,0.14459902214839576,0.03348470374478927,0.2021347660880875,BCC+B2,800.0,0.000167,100.0,0,3,192.0,1450,MA/SPS
5912,0.014900360649809494,0.12373146372206023,0.22530171731714793,0.2746102302882506,0.12604612330821385,0.11407522901185681,0.054423176354063595,0.034314741974673935,0.03259695737392334,2 BCC+Laves,900.0,0.001,20.0,0,0,96.0,1000,Annealed
5913,0.1657522347910753,0.10646520026669053,0.12405017731482085,0.16223201173111626,0.04498089278630478,0.035943037631763985,0.09804585023142895,0.02446204270429189,0.23806855254250756,B2+Al3Zr5+Laves,1400.0,0.0002,20.0,1,1,168.0,300,As-cast
5914,0.1083959432489073,0.017846845390605676,0.12130303484656876,0.14481513974095728,0.1283732336216468,0.14911608742015328,0.09587545000453203,0.1516096690517162,0.08266459667491281,BCC+Laves,-153.0,0.005,4.2,0,1,96.0,997,Annealed
5915,0.17032638516008794,0.180756410544073,0.13596719239762128,0.12397823468069187,0.02764508847478332,0.11515656438077289,0.020520125609446705,0.17003003158232352,0.05561996717019936,BCC+MC,72.0,0.001,4.2,1,2,1.0,800,Annealed  
5916,0.06128516917435278,0.008503633537278026,0.12204486396425733,0.11075610204398458,0.11512234393755942,0.2148907070492554,0.12789494955183006,0.1368870625580988,0.10261516818338356,BCC+B2,300.0,0.01,4.2,1,4,24.0,700,As-cast
5917,0.009853656517304136,0.06280986367802179,0.03257805325726319,0.23560146262750578,0.2180080685455471,0.10495154782407293,0.1595170106526256,0.08558106329950664,0.09109927359815291,BCC,300.0,0.000167,100.0,1,2,3.0,1050,As-cast
5918,0.0590184353874548,0.05256313043352572,0.13043408346972077,0.09938173265104785,0.14582822164761353,0.05088316909634292,0.10915642517785963,0.21907453008361025,0.1336602720528246,BCC+unknown,-268.8,0.0001,10.0,0,0,6.0,1800,Annealed  
5919,0.09072647937082058,0.19199553216181994,0.15949283905046116,0.1569122572922565,0.14791930473021522,0.05626971038992412,0.00036692675179148297,0.0160811170697549,0.18023583318295616,BCC+B2,-103.0,0.00056,20.0,0,0,0.167,1200,Annealed  
5920,0.1679490548514848,0.05485017538360934,0.09094284265649777,0.08805741422846591,0.10234746697806371,0.0669364353364857,0.01032960585473102,0.20808958691494794,0.2104974177957136,BCC+HCP,-103.0,0.01,15.0,0,1,168.0,1200,Annealed
5921,0.1336847625378656,0.05238280427578442,0.08346159908316356,0.1517508101497761,0.06915126163705937,0.1374007693922964,0.14692142007610473,0.1031016393451167,0.12214493350283309,BCC+B2,-153.0,0.1,100.0,0,1,2.0,1450,MA/SPS
5922,0.05930707982813995,0.10859573150933667,0.20059359417812034,0.06217895754998829,0.06704989026597431,0.07720631648054016,0.23568507531936592,0.14349333016486754,0.04589002470366681,B2,-103.0,0.0002,4.2,0,1,96.0,1800,MA/SPS
5923,0.05342254696201378,0.17137397520721698,0.06724135757751301,0.1450866666123666,0.14503589389835103,0.10776966263551403,0.0803008626131738,0.06742007052661356,0.1623489639672373,BCC+HCP,1600.0,0.0001,15.0,1,0,0.0,1200,Annealed  
5924,0.1713392700682694,0.07451490784571474,0.0399791986434208,0.09362654707586307,0.05728897916631696,0.1413072858662862,0.10719684464636292,0.14187752209984597,0.17286944458791992,BCC+HCP,-43.0,0.000167,20.0,1,2,2.0,700,Annealed
5925,0.08063375160923793,0.16706573007289174,0.028813564297028364,0.1839740337843963,0.0339024871888359,0.1101184155758105,0.11112111990794026,0.10102139543887037,0.1833495021249886,BCC+unknown,700.0,0.001,20.0,0,4,24.0,1100,MA/SPS
5926,0.012956552866189904,0.01988829029706026,0.08616881096044605,0.05223672051868326,0.2394620324978331,0.1877080796512,0.12506331682656757,0.13996776087062143,0.1365484355113984,BCC+M5Si3,800.0,0.005,20.0,1,4,96.0,1450,Annealed  
5927,0.19973465814893895,0.10766642215014532,0.024568901199732818,0.12010314908965124,0.09541361995628504,0.1408591302182581,0.07897649013028911,0.08311204078042353,0.14956558832627584,BCC,300.0,0.00015,4.2,1,0,3.0,1500,Annealed
5928,0.08754964718540233,0.05598547341256674,0.04899621341817331,0.17458809660862873,0.1643546282497348,0.06135712209772503,0.17662777028305335,0.15558960878074551,0.07495143996397025,BCC+M5Si3,-43.0,0.0001,100.0,1,2,0.167,800,Annealed
5929,0.04657284020540597,0.0944879479496867,0.1940629920139558,0.1402487020704552,0.07012674537286118,0.11825832619963848,0.16965874258238733,0.13020360951263232,0.036380094092977114,BCC+B2,1100.0,0.0002,10.0,0,4,0.0,300,MA/SPS
